FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,31143.4
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,33616.7
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,34862.8
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,35277.4
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,35084.6
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,99154.3
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,97567.1
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,95159.2
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,93262.4
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,90995.4
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,91736.6
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,91832.7
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,92235.9
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,91219.7
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,91204.6
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,83567.8
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,90649.5
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,97722.3
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,97887.1
A,Annual,ITG1,Sicilia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,99648.8
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,36603.9
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,36627.1
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,36162.2
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,35059.5
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,34854.7
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,35842.4
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,34951.5
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,35146.6
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,35194.5
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,35573.1
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,32335.6
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,35084.2
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,37266.9
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,38402.8
A,Annual,ITG2,Sardegna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,38888.6
