FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,ACCIDENT_LOCALIZATON,Localization of the accident,TIME_PERIOD,Observation
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2013,0.9967
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2014,0.93256
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2015,1.0828
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2016,1.01539
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2017,1.02753
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2018,0.94648
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2019,0.9115
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2020,0.96977
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2021,0.94864
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2022,0.84536
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2023,0.82823
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2024,0.76949
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2010,2.48027
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2011,1.99734
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2012,2.72727
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2013,2.92758
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2014,3.46908
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2015,4.60993
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2016,1.17647
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2017,2.93103
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2018,2.65781
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2019,3
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2020,5.65476
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2021,1.8622
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2022,3.81125
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2023,1.99005
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2024,3.72771
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2010,4.30143
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2011,3.56925
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2012,3.35452
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2013,2.74648
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2014,3.51459
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2015,2.91777
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2016,3.60244
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2017,4.04964
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2018,3.60877
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2019,2.83514
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2020,2.7001
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2021,3.08807
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2022,3.6855
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2023,3.43191
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2024,2.62146
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2010,1.62205
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2011,1.41924
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2012,1.48152
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2013,1.38008
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2014,1.50114
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2015,1.55708
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2016,1.50845
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2017,1.67091
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2018,1.51046
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2019,1.34622
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2020,1.4686
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2021,1.39747
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2022,1.48898
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2023,1.35271
A,Annual,ITE1,Toscana,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2024,1.23896
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2010,1.75983
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2011,1.35841
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2012,0.9822
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2013,1.52575
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2014,1.35685
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2015,1.58835
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2016,0.88106
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2017,0.83709
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2018,0.98039
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2019,1.25995
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2020,2.39787
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2021,2.31839
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2022,1.2474
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2023,1.28988
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2024,1.52478
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2010,4.08163
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2011,2.77778
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2013,3.37079
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2014,0.90909
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2015,4.30108
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2016,3.33333
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2017,3.44828
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2018,3.7037
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2019,2.32558
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2020,6.34921
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2021,1.11111
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2022,1.88679
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2023,6.48148
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2024,3.92157
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2010,4.67626
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2011,3.83693
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2012,5.37975
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2013,4.59459
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2014,3.85757
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2015,5.28634
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2016,2.56046
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2017,4.43828
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2018,3.8822
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2019,4.21348
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2020,2.7451
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2021,3.56564
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2022,4.12518
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2023,2.71817
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2024,4.40415
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2010,2.71198
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2011,2.13585
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2012,2.11595
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2013,2.53955
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2014,2.08149
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2015,2.80088
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2016,1.46935
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2017,2.03304
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2018,2.01258
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2019,2.21162
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2020,2.64862
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2021,2.64868
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2022,2.17584
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2023,1.97368
A,Annual,ITE2,Umbria,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2024,2.53268
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2010,0.97835
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2011,1.07845
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2012,1.01807
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2013,0.9481
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2014,1.02119
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2015,1.2516
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2016,1.27961
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2017,1.11111
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2018,1.18598
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2019,1.27771
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2020,1.18547
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2021,1.03722
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2022,1.17918
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2023,0.93842
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2024,0.83185
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2010,2.68657
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2011,2.23881
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2012,1.89573
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2013,3.15789
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2014,5.10204
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2015,2.80899
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2016,2.94118
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2017,1.49254
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2018,3.5503
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2019,4.08163
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2020,3.36134
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2021,5.26316
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2022,6.47059
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2023,8.18713
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2024,2.65957
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2010,3.33543
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2011,4.6814
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2012,4.09836
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2013,3.10881
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2014,3.81971
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2015,3.14516
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2016,3.59327
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2017,3.7037
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2018,2.76739
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2019,3.07018
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2020,3.53798
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2021,3.40633
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2022,2.9908
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2023,3.12727
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2024,2.71777
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2010,1.6201
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2011,1.97399
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2012,1.80591
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2013,1.54983
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2014,1.84434
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2015,1.74386
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2016,1.92864
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2017,1.75055
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2018,1.66794
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2019,1.83367
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2020,1.86739
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2021,1.80142
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2022,1.83801
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2023,1.7958
A,Annual,ITE3,Marche,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2024,1.44317
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2010,0.98423
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2011,1.07044
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2012,0.95135
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2013,1.01256
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2014,1.15686
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2015,1.28132
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2016,1.10394
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2017,1.0548
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2018,1.23405
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2019,1.07674
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2020,1.15
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2021,1.20024
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2022,1.20405
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2023,1.24538
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2024,1.06919
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2010,2.70833
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2011,2.79635
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2012,2.44989
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2013,2.80156
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2014,2.73973
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2015,2.64511
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2016,2.52976
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2017,2.8169
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2018,3.10078
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2019,2.87405
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2020,3.2767
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2021,2.04878
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2022,3.28677
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2023,2.04403
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2024,1.75171
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2010,4.6146
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2011,3.89206
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2012,4.51514
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2013,4.30556
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2014,4.66062
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2015,4.18371
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2016,4.57327
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2017,5.64399
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2018,3.98563
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2019,3.30579
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2020,4.93931
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2021,3.47883
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2022,3.27284
A,Annual,ITE4,Lazio,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2023,3.95062
